2014-09-15  7cc5272  #27250          [TASK] Remove error_reporting from thumbs.php (Stefan Neufeind)
2014-09-15  9e027e3  #61523          [TASK] Split xdebug.max_nesting_level into two error levels (Nicole Cordes)
2014-09-14  bf3c695                  Revert "[BUGFIX] Improve l10n_mode config for sys_file_reference" (Anja Leichsenring)
2014-09-14  f96c101  #59972          [BUGFIX] Improve l10n_mode config for sys_file_reference (Alexander Stehlik)
2014-09-14  9bfc3d3  #61569          [BUGFIX] Fix typos in comment (method header) (Michael Schams)
2014-09-14  1572b5f  #59527          [BUGFIX] Functional Test: force storage record to be caseSensitive "1" (Fabien Udriot)
2014-09-13  0f22d2f  #60429          [BUGFIX] Use title & alternative fields in filelinks (Georg Ringer)
2014-09-12  6d169dd  #39967          [BUGFIX] Followup 2 to mod.SHARED.colPos_list fix (Jigal van Hemert)
2014-09-12  b60a40c  #39967          [BUGFIX] Followup to mod.SHARED.colPos_list fix (Helmut Hummel)
2014-09-11  7eab013  #50396          [BUGFIX] RootlineUtility wrongly handles group-type fields (Francois Suter)
2014-09-09  d541123  #61483          [TASK] Add more files to .gitignore (Nicole Cordes)
2014-09-09  fa224be  #59440          [BUGFIX] Use FE category collection for pages (Francois Suter)
2014-09-09  05464e7  #61475          [BUGFIX] Cache missing class information only in productive context (Nicole Cordes)
2014-09-09  fbbba17  #60629          [TASK] Add unit tests for forceAbsoluteUrl() (Markus Klein)
2014-09-09  76a81f3  #59981          [BUGFIX] Enable skipped tests by properly creating mocks (Helmut Hummel)
2014-09-09  3955abc  #58138          [TASK] Add possibility to register a module as navigation (Helmut Hummel)
2014-09-09  57a03ce  #59368          [BUGFIX] Nested flexforms no longer throw exception (Thomas Christiansen)
2014-09-09  1e5ec30  #60129          [CLEANUP] Remove comment header in ext_emconf (Christian Kuhn)
2014-09-09  bdc1f2b  #61268          [BUGFIX] Respect tablenames, fieldname when updating mm record (Frans Saris)
2014-09-09  0fb3420  #61465          [TASK] Add CLI option to set DB socket for functional tests (Steffen Müller)
2014-09-08  64d6cf5  #61458          [TASK] Improve deprecation message in show_rechis.php (Wouter Wolters)
2014-09-08  d90794a  #55648          [BUGFIX] Line breaks in string in compile* methods of the SqlParser (Stefano Kowalke)
2014-09-08  03630eb  #54490          [BUGFIX] Overriding TCA results in Exception (Stefan Froemken)
2014-09-08  dbe5ee2  #61300          [BUGFIX] Add file existence check before processing it (Frank Nägler)
2014-09-08  31443ca  #61175          [BUGFIX] Fix clear_cache for XCache < 3.0 (Alexander Opitz)
2014-09-08  9dd8c44  #34298          [TASK] Add indexed search icon to plugin wizard (Kay Strobach)
2014-09-07  6d0ffc8  #61394          [BUGFIX] Remove PHP warnings when no icon is found in FormEngine (Benjamin Mack)
2014-09-07  2847948                  [TASK] Travis-ci: Disable apc in PHP 5.4 (Christian Kuhn)
2014-09-07  31a40d8  #61395          [TASK] Use SpriteIcon for Add icon in Scheduler (Felix Kopp)
2014-09-07  bef3955  #53182          [BUGFIX] Fix loading of registry entries for namespace (Frank Nägler)
2014-09-07  cb3dc5e  #39967          [BUGFIX] colPos_list sets access to edit areas (Jigal van Hemert)
2014-09-05  0489d18  #61135          [BUGFIX] indexed_search: in some cases indexing does not work (Samir Rachidi)
2014-09-05  a4d88d1  #61276          [BUGFIX] Make TCA property "exclusiveKeys" work with single key (Roland Waldner)
2014-09-05  3c1b2ca  #61117          [BUGFIX] where statement in typoscript select with stdWrap (Kilian Hann)
2014-09-05  434d767  #61292          [BUGFIX] Allow integers to be converted to objects (Helmut Hummel)
2014-09-03  e50f326  #61235          [TASK] Cleanup error handling code and settings description (Markus Klein)
2014-09-02  f525531  #51420          [BUGFIX] getAvailableWorkspaces called statically (Wouter Wolters)
2014-08-29  89fddd1  #61226          [BUGFIX] Let Web-View respect TCEMAIN.previewDomain (Georg Kühnberger)
2014-08-27  4f6e03c  #61229          [BUGFIX] Add missing check in PreparedStatement->execute() (Jacob Rasmussen)
2014-08-26  aa715a6  #61129          [TASK] SqlParser: Unify internal usage of tableType/engine (Stefan Neufeind)
2014-08-25  05b0007  #55707          [TASK] Missing stdWrap for select.recursive TypoScript property (Matthias Kappenberg)
2014-08-25  c4e84d4  #60635          [BUGFIX] Make context menus work with modules (Helmut Hummel)
2014-08-23  85c8b9f  #59809          [BUGFIX] EM using bad indexes (Stefan Froemken)
2014-08-23  80cff5d  #58792          [BUGFIX] Remove non accessible pages from browse menu (Kay Strobach)
2014-08-23  1338779  #60474          [BUGFIX] Fix call to undefined function when importing t3x (René Bigler)
2014-08-23  a75aec4  #60697          [BUGFIX] QueryGenerator getTreeList negative ids (Klaas Johan Kooistra)
2014-08-23  3df5f98  #60199          [BUGFIX] Collect correct information on elements in page (Jigal van Hemert)
2014-08-20  8749d6d  #60857          [TASK] Change fetch of maximum version using LEFT JOIN (Andreas Fernandez)
2014-08-20  36d1be9  #60263          Revert "[BUGFIX] Unified maxitems default value for group fields" (Wouter Wolters)
2014-08-20  7675175  #60764          [BUGFIX] Make sure all new files are indexed (Frans Saris)
2014-08-20  3bb579d  #61051          [BUGFIX] Avoid DB error on writing to log (Markus Klein)
2014-08-15  85408c4  #36754          [BUGFIX] "Illegal mix of collations" in Upgrade Wizard (Lars Trebing)
2014-08-14  c6bd628  #60054          [TASK] Refactor file references relations retrieval (Oliver Hader)
2014-08-14  32687d3  #60015          [TASK] Simplify record icons in workspace module (Oliver Hader)
2014-08-13  443233a  #56265          [BUGFIX] Admin panel shows wrong cache information (Dmitry Dulepov)
2014-08-13  1c8e14c  #60356          [TASK] Extend install tool suhosin checks (Oliver Hader)
2014-08-13  db808b1  #60577          [BUGFIX] JavaScript error in Install Tool (Wouter Wolters)
2014-08-13  46887ca  #60758          [BUGFIX] Use defaultMailFromName setting in install tool (Oliver Hader)
2014-08-13  b8e7f7a  #60912          [BUGFIX] Show properties of stdClass object in <f:debug> (Christian Weiske)
2014-08-13  4a820fa  #60859          [BUGFIX] Updating "current_version" fails with some DBMS (Andreas Fernandez)
2014-08-13  65015b3  #60925          [BUGFIX] Correctly parse suhosin configuration (Markus Klein)
2014-08-13  f184ddc  #59113          [BUGFIX] Failing cascaded delete action of localized elements (Oliver Hader)
2014-08-13  6f94500  #60249          [BUGFIX] Publishing delete placeholder affects other workspaces (Oliver Hader)
2014-08-13  ed5cc87  #59853          [BUGFIX] Wrong nesting of deleted versioned child records (Oliver Hader)
2014-08-13  ca6e7bb  #59828          [BUGFIX] Page Tree not always updated after workspace actions (Oliver Hader)
2014-08-12  aa69353  #60923          [BUGFIX] Keep phpunit 4.1 branch (Christian Kuhn)
2014-08-04  c6cee41  #60639          [BUGFIX] Adjust variable name for install tool password hint (Anja Leichsenring)
2014-08-02  14fc750  #60494          [BUGFIX] Fetch related records for existing uids only (Jo Hasenau)
2014-08-01  94d9d83  #58898          [BUGFIX] Prevent exception in RTE filelinks upgrade wizard (Mattias Nilsson)
2014-07-28  50bf108  #60627          [BUGFIX] Refine the error message of checkMaximumFileUploadSize (Markus Klein)
2014-07-27  9857997  #60600          [BUGFIX] Show loading spinner when Updating TER list on search module (Sascha Egerer)
2014-07-27  7da90b5  #60613          [BUGFIX] Fix Extbase language fallback in query parser (Helmut Hummel)
2014-07-26  951d2d1  #59843          [BUGFIX] Fix the help message of CLI (Stefano Kowalke)
2014-07-25  28192cb  #60583          [CLEANUP] Let expected exceptions test for code, not text (Anja Leichsenring)
2014-07-25  3c7c483  #53572,6.3,6.2  [BUGFIX] Change wording for TYPO3 dependency errors (Susanne Moog)
2014-07-25  1296f38  #60570          [BUGFIX] Install Tool image tests: black background after scaling (Susanne Moog)
2014-07-25  acbd9ce  #55317          [BUGFIX] Extension manager page browser not disabled on list update (Susanne Moog)
2014-07-25  0e6b660  #60572          [TASK] Add missing unit test for enumeration (Sascha Egerer)
2014-07-25  2af5f12  #59849          [BUGFIX] Respect global renderReadonly in Tceforms for tree (Lorenz Ulrich)
2014-07-25  6afcb65  #50566          [BUGFIX] Menu-links generate two empty spaces at closing anchor (Tomita Militaru)
2014-07-25  fa99ba5  #60365          [BUGFIX] Adjust comment for default HTTP-userAgent (Stefan Neufeind)
2014-07-25  2095965  #60547          [TASK] Fix wrong named unit tests of the logging framework (Sascha Egerer)
2014-07-25  5de7287  #60549          [TASK] Add wrapper for GeneralUtility::getIndpEnv in ContentObjectRenderer (Sascha Egerer)
2014-07-24  e6f3ab7  #59619          [BUGFIX] Make call to isPackageKeyValid non-static (Peter Niederlag)
2014-07-24  252cab0  #60516          [BUGFIX] Turn isOnSymmetricSide into static function (Peter Niederlag)
2014-07-24  60ae97a  #56362          [TASK] Keep the changes to PackageStates.php low (Markus Klein)
2014-07-24  71ae992  #60410          [BUGFIX] Add label for title of "Edit metadata" link (Markus Klein)
2014-07-24  e9797ef  #60541          [TASK] Remove skipped FAL functional tests (Christian Kuhn)
2014-07-24  819095e  #59812          [TASK] Add a "save and close" button in the extensionmanager (Eric Chavaillaz)
2014-07-24  5b8741f  #60529          [BUGFIX] Catch freshly introduced ResourceDoesNotExistException (Anja Leichsenring)
2014-07-24  3b4cdf3  #60506          [BUGFIX] Fix resource exceptions (Helmut Hummel)
2014-07-24  7c2550a  #60264          [BUGFIX] Set correct cookie when permalogin is enabled (Gernot Schulmeister)
2014-07-24  fb8ae23  #60327          [BUGFIX] Change sys_file.size type from INT to BIGINT (Stefan Neufeind)
2014-07-24  7d42b92  #60245          [BUGFIX] Complete datatable structure fe_groups (Markus Guenther)
2014-07-24  b4aa2ff  #60316          [BUGFIX] Catch all resource exceptions when parsing RTE links (Helmut Hummel)
2014-07-23  4dcd4a0  #59874          [BUGFIX] Wrong sys_refindex for deleted child records (Oliver Hader)
2014-07-23  9823d23  #60482          [TASK] Update wrong copyright header in file BrowseLinks.php (Michael Schams)
2014-07-22  32b99db  #60457          [BUGFIX] Fix return value of DatabaseConnection::sql_free_result() (Stefano Kowalke)
2014-07-21  d66dcaa  #60413          [BUGFIX] Fix minor issues in functional testing framework (Helmut Hummel)
2014-07-20  a56047a  #60180          [BUGFIX] sys_collection_entries column too small (Wouter Wolters)
2014-07-19  f5085bd  #60251          [BUGFIX] Send test email in Install Tool as HTML (Wouter Wolters)
2014-07-19  43b778e  #60126          [BUGFIX] Avoid PHP warning in TypoScriptFrontendController (Markus Klein)
2014-07-15  5d31afd  #60317          [CLEANUP] Final cleanup of TCA Overrides (Helmut Hummel)
2014-07-14  e3da9d6                  [TASK] Fix composer branch alias for 6.2 branch (Helmut Hummel)
2014-07-13  9f6150f  #58288          [BUGFIX] Use PATH_site in cache identifier for package cache (Helmut Hummel)
2014-07-11  303fa53  #59881          [TASK] Extend Regular DataHandler functional tests (Oliver Hader)
2014-07-10  e64eaff  #60225          [TASK] Clarify exception message for addPlugin() (Helmut Hummel)
2014-07-09  a364166  #56714          [BUGFIX] Fix page module styling in Languages view (Tomita Militaru)
2014-07-09  9cff80f  #60192          [BUGFIX] Collapse icon for accordion not centered in Install Tool (Wouter Wolters)
2014-07-08  4b76798  #58798          [TASK] Log errors after initial t3d import also if pages are created (Marc Bastian Heinrichs)
2014-07-08  11fc31e  #59587          [BUGFIX] Followup to CacheBackend patch (Markus Klein)
2014-07-08  5a11bbe  #59587          [BUGFIX] Too many tags by identifier in CacheBackends (Alexander Opitz)
2014-07-08  1eebd0b                  [TASK] Set TYPO3 version to 6.2.5-dev (TYPO3 Release Team)


2014-07-08  4e3cb90                  [RELEASE] Release of TYPO3 6.2.4 (TYPO3 Release Team)
2014-07-08  2eb245b  #60179          [BUGFIX] Fix wrong type hint for emitAfterExtensionT3DImportSignal() (Markus Klein)
2014-07-08  3e1a8f5  #58357          [BUGFIX] Superfluous SQL queries on copying records (Oliver Hader)
2014-07-08  560793e  #49391,#57979   [BUGFIX] Followup to read only filemounts (Helmut Hummel)
2014-07-08  63de059  #49391,#57979   [BUGFIX] Re-introduce read-only file mounts (Lorenz Ulrich)
2014-07-08  f746410  #48939,#49055   [BUGFIX] Movements pollute colPos value of content elements (Nicole Cordes)
2014-07-08  99f1221  #60172          [TASK] Update phpdoc @return of exec_SELECTgetSingleRow() (Markus Klein)
2014-07-07  fed2787  #48943,#31637   [BUGFIX] TCA: handle select renderMode=tree with minitems=1 AND maxitems=1 (Alexander Bigga)
2014-07-07  a026f18  #55835          [BUGFIX] Fix suggest wizard item selection (Benoit Chenu)
2014-07-07  f31e4f0  #59959          [BUGFIX] LiveSearchToolbarItem not initialized correctly (Gernot Schulmeister)
2014-07-07  7868535  #60119          [BUGFIX] Fix position of buttons in RTE full screen mode (Markus Klein)
2014-07-07  f5c01b2  #59999          [TASK] Refactor extension upload controller (Nicole Cordes)
2014-07-07  ba4b915  #54843          [BUGFIX] Suggest Wizard: support for PAGE_TSCONFIG_*-values in addWhere (Julian Hofmann)
2014-07-07  1d3a315  #60133          [TASK] Move signals to own emit functions (Nicole Cordes)
2014-07-07  23e6073  #57575          [BUGFIX] Report migration errors in TceformsUpdateWizard (Steffen Müller)
2014-07-07  108f070  #54414          [BUGFIX] Detect missing files in empty storage (Robert Vock)
2014-07-07  103d13d  #59664          [BUGFIX] Wrong image reference handling during flexform copying (Alexey Gafiulov)
2014-07-07  3a8ffa2  #21396          [FEATURE] Add signal slots to SoftReferenceIndex (Alexander Stehlik)
2014-07-06  7358656  #55173          [TASK] Optimize invocation of cObj::checkIf (Oliver Hader)
2014-07-06  5b59fd4  #59642          [BUGFIX] Suggest wizard doesn't work in page flexforms (Bernhard Kraft)
2014-07-06  93a54c8  #51189          [BUGFIX] Remove non-needed URL parameter for standard search (Tomita Militaru)
2014-07-06  1595996  #59890          [BUGFIX] Support dots in page.meta (Markus Klein)
2014-07-06  7967f0c  #59775          [CLEANUP] Ensure all variables are set before usage (Markus Klein)
2014-07-06  37308e7                  [TASK] Travis-ci: Disable apc in PHP 5.3 (Christian Kuhn)
2014-07-06  bb6fe01  #60128          [CLEANUP] ext_emconf files (Christian Kuhn)
2014-07-06  a29e3a2  #58365          [TASK] Remove unused EM_CONF variables (Benjamin Mack)
2014-07-06  c69e86c  #60127          [BUGFIX] ClearCacheOnLoad camelCased does not work (Susanne Moog)
2014-07-06  777086e  #59963          [BUGFIX] Replace module token in be shortcut returnUrl (Frans Saris)
2014-07-06  78af750  #59965          [BUGFIX] Allow colon in TypoScript key (Markus Klein)
2014-07-06  cf0542c  #16392          [BUGFIX] Page-TSconfig ###PAGE_TSCONFIG_STR### not evaluated correctly (Wouter Wolters)
2014-07-06  9ba1a5d  #59837          [BUGFIX] Sysext form uses old TCA (Markus Klein)
2014-07-06  5dbd36d  #60106          [BUGFIX] Extensionmanager: Dependency errors are not reset (Nicole Cordes)
2014-07-06  f1878cc  #59911          [TASK] Update ADOdb to 5.19 (Andreas Fernandez)
2014-07-05  7b6e91f  #59974          [BUGFIX] Missing label for EM "update"-dependency (Markus Klein)
2014-07-05  a486a09  #59700          [TASK] Re-add unit tests for ExtensionCompatibilityTester (Susanne Moog)
2014-07-05  c11cec6  #59975          [BUGFIX] Correctly check stack in DownloadQueue (Markus Klein)
2014-07-05  791c36a  #59865          [BUGFIX] Fix position of TCEforms required field icon (Frans Saris)
2014-07-05  d37922c  #60120          [BUGFIX] Incomplete mock in ext:install (Christian Kuhn)
2014-07-05  e68e7b1  #60122          [BUGFIX] Warning in addPlugin() (Christian Kuhn)
2014-07-05  bca9f4c  #60121          [TASK] Clean up buildBaseTcaFromSingleFiles() (Christian Kuhn)
2014-07-05  7b1ba4c  #56250          [BUGFIX] Removed clickMenu code around header icon in info window (Frans Saris)
2014-07-05  8de6fa5  #59464          [BUGFIX] Move TCA modification of EXT:core to TCA/Overrides. (Anja Leichsenring)
2014-07-05  aef174f  #59704          [BUGFIX] Move TCA modification of saltedpasswords to TCA/Overrides (Anja Leichsenring)
2014-07-05  c1ae3d1  #59938          [BUGFIX] Empty class selector crashes Update image (Francois Suter)
2014-07-05  ba3b1f2  #59857          [TASK] Cleanup EXT:version (Wouter Wolters)
2014-07-05  b3c618d  #59631          [BUGFIX] Updating deactivated extensions installs them (Nicole Cordes)
2014-07-05  31abaaa  #59462          [BUGFIX] Move TCA modification of EXT:felogin to TCA/Overrides. (Jost Baron)
2014-07-05  df8c2a8  #60116          [BUGFIX] Init variable in GeneralUtility::createVersionNumberedFilename (Jost Baron)
2014-07-05  d17bfef  #60115          [BUGFIX] Use string as constant name in FormProtectionFactory. (Jost Baron)
2014-07-05  6edae9c  #59466          [BUGFIX] Move TCA modification of EXT:form to TCA/Overrides. (Anja Leichsenring)
2014-07-05  3d02cee  #59705          [BUGFIX] Move TCA modification of EXT:t3editor to TCA/Overrides (Anja Leichsenring)
2014-07-05  e8b30f8  #59463          [BUGFIX] Move TCA modification of EXT:cms to TCA/Overrides. (Anja Leichsenring)
2014-07-05  62f3155  #59698          [BUGFIX] Move TCA modification of EXT:openid to TCA/Overrides (Anja Leichsenring)
2014-07-05  a8e6b67  #59465          [BUGFIX] Move TCA modification of EXT:csc to TCA/Overrides (Anja Leichsenring)
2014-07-05  b29e9ca  #59468          [BUGFIX] Move TCA modification of indexed_search to TCA/Overrides (Anja Leichsenring)
2014-07-05  3b213fb  #60033          [BUGFIX] Tooltip for a shortcut in list view shows id=0 (Wouter Wolters)
2014-07-05  34feddb  #60109          [BUGFIX] Give extension key to addPlugin() in registerPlugin() (Christian Kuhn)
2014-07-05  c7dbd9f  #60110          [TASK] Unit tests to addPlugin() (Anja Leichsenring)
2014-07-03  c7d1d07  #59412          [BUGFIX] Fix property access for ObjectStorage (Markus Klein)
2014-07-02  43ee6f8  #59813          [BUGFIX] Fix usergroup condition in user TSconfig (Markus Klein)
2014-07-02  cfc2f89  #60065          [BUGFIX] Two png files should have filemode 664 (Martin Bless)
2014-07-02  bf06273  #60059          [TASK] Create a Getter for CacheManager inside Datahandler (Stefano Kowalke)
2014-07-02  f1b5020  #60053          [BUGFIX] Workspace not always applied in RelationHandler queries (Oliver Hader)
2014-07-02  dfcec4d  #31757          [BUGFIX] Create workspace label placeholder that matches field conditions (Sascha Egerer)
2014-07-02  2e60690  #59671          [BUGFIX] IRRE records are listed comma separated (Thomas Löffler)
2014-07-01  8a3de42  #59950          [BUGFIX] Prevent spaces in BE shortcut to be replaced by + char (Frans Saris)
2014-07-01  b1e2259  #59692          [BUGFIX] Fix RTE width (Markus Klein)
2014-07-01  331002e  #59898          [TASK] Add action selector in toolbar in workspaces menu (Oliver Hader)
2014-07-01  1aa6c01  #59775          [CLEANUP] Update phpdoc for all FormEngine members (Markus Klein)
2014-07-01  ae77473  #59775          [CLEANUP] FormEngine: Use getters for global objects (Markus Klein)
2014-07-01  a033091  #59893,#59957   [BUGFIX] Let live search use getRecordTitle (Markus Klein)
2014-07-01  58331e5  #59994          [BUGFIX] Fix PHP warning in BackendUtility::getProcessedValue() (Markus Klein)
2014-07-01  062cdfe  #59564,#59952   [BUGFIX] Show errors on distribution installation (Sascha Egerer)
2014-07-01  f388300  #59991          [BUGFIX] Use correct array structure for EM error messages (Sascha Egerer)
2014-06-30  ecbe0ee  #59916          [TASK] Re-work/simplify copyright header in JS files (Michael Schams)
2014-06-30  8c58f8c  #57163          [BUGFIX] Unique IDs for pagetree root nodes (Alexander Stehlik)
2014-06-29  f11fddb                  Revert "[TASK] Rebuild the calcAge functionality" (Christian Kuhn)
2014-06-29  b3b4362  #59770          [TASK] Remove TCA building aspect and move code to bootstrap (Christian Kuhn)
2014-06-29  bcd44e7  #59770          [TASK] Add extension key to API (Helmut Hummel)
2014-06-29  4c52cb3  #20016          [TASK] Rebuild the calcAge functionality (Alexander Opitz)
2014-06-29  3dd47a8                  [TASK] Improve travis notifications to channels (Helmut Hummel)
2014-06-29  1c195f1  #59977          [BUGFIX] Create required directories in test bootstrap (Sebastian Bergmann)
2014-06-29  c3bee34  #59838          [TASK] Update Travis CI notification settings (Michael Stucki)
2014-06-28  f119e67  #59967          [BUGFIX] Fix insufficient mocking in ContentObjectRenderer (Markus Klein)
2014-06-28  521b346  #59392          [BUGFIX] Gifbuilder: Fix image-mask-functionality (Stefan Neufeind)
2014-06-28  d0689f1  #58763          [TASK] Add a function for clearing the rootline caches (Oliver Klee)
2014-06-28  5ea7a88  #59946          [BUGFIX] BE shortcuts do not show up for editors (Frans Saris)
2014-06-28  e92c868  #59958          [TASK] Use stable phpunit 4.1 instead of master (Christian Kuhn)
2014-06-25  554cba5  #59514          [TASK] Add more files in gitignore file (Fabien Udriot)
2014-06-24  5d3608c  #59037          [BUGFIX] Fix RewriteRule for context to avoid HTTP 500 (Armin Ruediger Vieweg)
2014-06-24  f1c270a  #59831          Revert "[BUGFIX] Fix loading order for extensions" (Markus Klein)
2014-06-23  3b2fcb4  #59794          [BUGFIX] FollowUp: Fix signal returns for associated signal arguments (Marc Bastian Heinrichs)
2014-06-23  27b5433  #59655          [BUGFIX] Fix a JS error in with TCE select wizard (Rémy DANIEL)
2014-06-23  c78a2e0  #47183          [BUGFIX] Make Extbase respect sys_language_mode=strict (Georg Ringer)
2014-06-22  c14b3fd  #59794          [BUGFIX] Fix signal returns for associated signal arguments (Nicole Cordes)
2014-06-22  44a6124  #59785          [TASK] Re-work/simplify copyright header in PHP files - Part 9 (Michael Schams)
2014-06-22  4b6fcd5  #59784          [TASK] Re-work/simplify copyright header in PHP files - Part 8 (Michael Schams)
2014-06-22  d2bc550  #59783          [TASK] Re-work/simplify copyright header in PHP files - Part 7 (Michael Schams)
2014-06-22  8c9a62b  #59782          [TASK] Re-work/simplify copyright header in PHP files - Part 6 (Michael Schams)
2014-06-22  e6cb893  #59781          [TASK] Re-work/simplify copyright header in PHP files - Part 5 (Michael Schams)
2014-06-22  49b7aca  #59780          [TASK] Re-work/simplify copyright header in PHP files - Part 4 (Michael Schams)
2014-06-22  62f120b  #59779          [TASK] Re-work/simplify copyright header in PHP files - Part 3 (Michael Schams)
2014-06-22  41322e3  #59778          [TASK] Re-work/simplify copyright header in PHP files - Part 2 (Michael Schams)
2014-06-22  60d74e7  #59777          [TASK] Re-work/simplify copyright header in PHP files - Part 1 (Michael Schams)
2014-06-22  8f938a1  #59535          [TASK] Merge GPL.txt and LICENSE.txt (Markus Klein)
2014-06-22  10d4793  #58728          Revert "[BUGFIX] Inaccessible pages on shortcuts/PageNotFound handler" (Helmut Hummel)
2014-06-22  70c9baf  #59774          [TASK] Introduce unique signal registration (Nicole Cordes)
2014-06-22  c077951  #59147          [BUGFIX] Fix loading order for extensions (Markus Klein)
2014-06-22  faa7bdb  #58995          [CLEANUP] Clean code in FormEngine (Sebastian Michaelsen)
2014-06-21  16f2644  #59773          [BUGFIX] Remove misspelled setting rootlevel for sys_file_collection (Marc Bastian Heinrichs)
2014-06-21  e35a34b  #59703          [TASK] Signal for BackendUtility::getPagesTSconfig() (Alexander Stehlik)
2014-06-21  4aa8f07  #58826          [BUGFIX] Prevent error message for correct imports of sys_file_metadata (Marc Bastian Heinrichs)
2014-06-21  6053d15  #59344          [BUGFIX] Fix empty globalString LIT condition comparison (Marc Bastian Heinrichs)
2014-06-20  9ebf372  #58841          [BUGFIX] Don't ignore file imports in fallback storage (Marc Bastian Heinrichs)
2014-06-20  7c930da  #49036          [BUGFIX] Treat link handler links as internal URLs (Alexander Stehlik)
2014-06-20  7190cfd  #59391          [TASK] Raise recommended max nesting level (Thomas Christiansen)
2014-06-20  7c5639a  #59493          [BUGFIX] Check for logged in user before showing cookie warning (Tomita Militaru)
2014-06-20  cbd8a39  #59529          [BUGFIX] Make Functional tests work on fast machines (Tymoteusz Motylewski)
2014-06-20  75f9d41  #59685          [BUGFIX] Get unit tests working again (Markus Klein)
2014-06-20  b63c070  #59679          [TASK] Increase Extension Manager->showConfiguration input field width (Felix Kopp)
2014-06-19  03a084e  #59423          [BUGFIX] Pass field name variable to flexform DS utility (Claus Due)
2014-06-19  29b0030  #58534          [BUGFIX] Remove warnings in ImportExportController.php (Nicole Cordes)
2014-06-19  ca201f3  #59583          [TASK] Extension manager: default sorting for Extensions (Felix Kopp)
2014-06-19  6fbac4b  #59556          [TASK] Ensure that cli user is admin on extension install and uninstall (Marc Bastian Heinrichs)
2014-06-19  08ab868  #51800          [BUGFIX] Fix RTE file links migration (Markus Klein)
2014-06-18  5ef754b  #59568          [BUGFIX] Wrong check for showing folder clickmenu (Frans Saris)
2014-06-18  803a900  #57716          [BUGFIX] Typos in t3skin css files (Markus Klein)
2014-06-17  7420fc5  #59615          [BUGFIX] Correctly align datepicker clear input and trigger icon (Frans Saris)
2014-06-17  66af35a  #59624          [BUGFIX] Undefined method in extension manager (Oliver Hader)
2014-06-17  3fe13cc  #59114          [BUGFIX] Page tree does not visualize move targets (Oliver Hader)
2014-06-17  01efa5c  #59118          [BUGFIX] Define precedence of states in workspace module (Oliver Hader)
2014-06-17  d3de5d5  #59143          [BUGFIX] Preview of moved workspace elements on source page (Oliver Hader)
2014-06-17  df11f01  #59614          Revert "[BUGFIX] Session cookie is not recreated on login" (Helmut Hummel)
2014-06-16  22e9d09  #59546          [BUGIFX] Field labels not shown in workspaces history (Oliver Hader)
2014-06-13  7c8b73d  #59549          [BUGFIX] Broken tests due to modified PostProcessor constructor (Oliver Hader)
2014-06-13  8bd1988  #31951          [BUGFIX] Own Layout Breaks Mail Message (Cornel Boppart)
2014-06-13  26819f9  #59521          [TASK] Restructure functional frontend tests (Oliver Hader)
2014-06-12  35a93a9  #59276          [TASK] Integrate functional DataHandler tests for FAL (Oliver Hader)
2014-06-12  7f21712  #59110          [BUGFIX] Field size of t3ver_label too low (Oliver Hader)
2014-06-12  9f0a5b4  #59111          [BUGFIX] IRRE children's children are not moved with parent (Oliver Hader)
